month,state,permit,handgun,long_gun,other,multiple,totals
2019-01-01,Wisconsin,11124,12204,9154,1310,43,34545
2019-01-01,Wyoming,357,1530,1621,175,99,4075
2018-12-01,Alabama,26029,11463,13578,464,417,54383
2018-12-01,Alaska,215,2956,3278,312,155,7251
2018-12-01,Arizona,4732,15533,11436,1451,874,36275
2018-12-01,Arkansas,2498,8138,11736,369,398,26272
2018-12-01,California,30754,40445,34180,3808,0,110017
2018-12-01,Colorado,5636,22627,18734,1874,1343,50544
2018-12-01,Connecticut,6433,5904,2506,947,0,16119
2018-12-01,Delaware,179,1932,2503,169,83,5024
2018-12-01,Florida,16478,60210,30598,4131,2584,120419
2018-12-01,Georgia,16029,19241,18475,842,809,58400
2018-12-01,Hawaii,1105,0,0,0,0,1106
2018-12-01,Idaho,5793,5667,6949,442,278,19937
2018-12-01,Illinois,12795,26943,15297,0,981,302031
2018-12-01,Indiana,24021,24824,18824,2088,995,76653
2018-12-01,Iowa,6782,262,4392,70,7,17188
2018-12-01,Kansas,1450,7418,8702,695,440,19707
2018-12-01,Kentucky,371756,14189,14309,581,618,404143
2018-12-01,Louisiana,2123,13856,17376,910,771,37030
2018-12-01,Maine,491,3783,4282,377,226,9349
2018-12-01,Maryland,1974,4500,7309,102,48,14251
2018-12-01,Massachusetts,9421,4492,3178,558,156,17968
2018-12-01,Michigan,16890,12897,13972,901,257,45271
2018-12-01,Minnesota,10587,9144,11057,1032,430,56506
2018-12-01,Mississippi,1566,11557,14731,469,543,31697
2018-12-01,Missouri,1949,24730,23584,2058,1305,56347
2018-12-01,Montana,993,3744,5291,286,236,11523
2018-12-01,Nebraska,4158,160,3331,33,10,7870
2018-12-01,Nevada,1965,5889,3993,429,308,13017
2018-12-01,New Hampshire,1090,5845,3977,175,1,11247
2018-12-01,New Jersey,0,3432,4099,128,0,7784
2018-12-01,New Mexico,615,6858,6580,695,335,15956
2018-12-01,New York,2584,9675,19234,1733,249,36322
2018-12-01,North Carolina,21349,2367,22327,1265,239,51028
2018-12-01,North Dakota,365,1853,3144,132,100,5805
2018-12-01,Ohio,11684,30746,25012,1863,1227,72587
2018-12-01,Oklahoma,3183,15708,16053,1492,1128,40599
2018-12-01,Oregon,4319,16985,14374,0,5,36216
2018-12-01,Pennsylvania,22247,54857,20732,18,0,98737
2018-12-01,Rhode Island,0,1069,770,99,162,2196
2018-12-01,South Carolina,3258,13465,11856,1084,525,31823
2018-12-01,South Dakota,975,2913,4497,215,188,9052
2018-12-01,Tennessee,12652,34499,26987,1847,0,76042
2018-12-01,Texas,28161,62560,56919,4482,3138,165244
2018-12-01,Utah,10806,5369,7214,477,0,24726
2018-12-01,Vermont,0,1620,1871,142,79,3729
2018-12-01,Virginia,1107,26129,22048,3524,0,52942
2018-12-01,Washington,15301,23131,20690,5796,1342,70974
2018-12-01,West Virginia,1594,9693,10824,464,503,24786
2018-12-01,Wisconsin,11222,16181,14362,1363,54,43572
2018-12-01,Wyoming,378,2653,3033,166,144,6666
2018-11-01,Alabama,22477,8408,10303,357,1153,45345
2018-11-01,Alaska,184,2707,2827,360,197,6645
2018-11-01,Arizona,4537,12412,8886,1139,879,30385
2018-11-01,Arkansas,2739,5739,10196,300,914,24475
2018-11-01,California,33942,36997,30913,3606,0,106380
2018-11-01,Colorado,6330,18926,15702,1547,1238,44094
2018-11-01,Connecticut,6103,5078,2331,863,0,14751
2018-11-01,Delaware,176,1578,2082,124,73,4178
2018-11-01,Florida,16036,51850,23876,3502,3545,105975
2018-11-01,Georgia,16456,13770,13749,654,1466,49784
2018-11-01,Hawaii,1186,0,0,0,0,1188
2018-11-01,Idaho,4223,4077,5851,422,254,15793
2018-11-01,Illinois,14214,22978,14038,0,1130,296910
2018-11-01,Indiana,23053,20522,18723,1533,996,69171
2018-11-01,Iowa,6284,303,4319,36,7,17001
2018-11-01,Kansas,1872,5885,7334,459,765,17477
2018-11-01,Kentucky,393953,10506,12670,437,888,422343
2018-11-01,Louisiana,2264,10242,14336,788,2278,32383
2018-11-01,Maine,556,2661,3768,313,210,7769
2018-11-01,Maryland,1988,3979,7150,137,40,13684
2018-11-01,Massachusetts,11027,4334,3194,532,178,19392
2018-11-01,Michigan,17114,11474,17534,596,210,47460
2018-11-01,Minnesota,9891,6691,10900,704,291,48884
2018-11-01,Mississippi,1569,7650,11816,379,1352,26230
2018-11-01,Missouri,1935,19158,21908,1551,2158,50096
2018-11-01,Montana,990,2727,4603,274,251,10113
2018-11-01,Nebraska,3951,198,2964,32,7,7306
2018-11-01,Nevada,1765,4806,3132,349,270,10787
2018-11-01,New Hampshire,1123,5051,3514,95,0,10049
2018-11-01,New Jersey,0,3297,3769,150,0,7339
2018-11-01,New Mexico,958,5731,5331,604,536,14338
2018-11-01,New York,2707,8290,18315,1436,228,33969
2018-11-01,North Carolina,21929,2159,18381,927,288,47992
2018-11-01,North Dakota,463,1655,3274,147,115,5861
2018-11-01,Ohio,12779,25372,26274,1615,1241,69894
2018-11-01,Oklahoma,3635,12669,14074,1240,1915,37716
2018-11-01,Oregon,4518,14426,12344,0,5,31878
2018-11-01,Pennsylvania,22376,49328,20463,24,0,93168
2018-11-01,Rhode Island,0,1020,727,121,166,2134
2018-11-01,South Carolina,3681,10229,9329,891,946,27082
2018-11-01,South Dakota,1139,2637,4907,216,166,9456
2018-11-01,Tennessee,19447,27015,22267,2998,0,71786
2018-11-01,Texas,29090,44763,43276,3437,9604,141813
2018-11-01,Utah,10423,3989,5599,325,0,21266
2018-11-01,Vermont,0,1094,1690,120,54,2964
2018-11-01,Virginia,1263,22204,19747,3138,0,46478
2018-11-01,Washington,14217,20113,19136,5557,1389,65316
2018-11-01,West Virginia,1806,6450,10648,330,424,22695
2018-11-01,Wisconsin,11651,14769,17342,939,41,45446
2018-11-01,Wyoming,369,1933,2532,144,121,5442
2018-10-01,Alabama,23244,5218,5918,229,279,37123
2018-10-01,Alaska,141,3034,3245,327,286,7768
2018-10-01,Arizona,5078,9886,6427,980,594,25560
2018-10-01,Arkansas,4415,4312,6792,220,347,19762
2018-10-01,California,42223,32567,23213,2738,0,101623
2018-10-01,Colorado,7004,15101,13079,1111,935,37586
2018-10-01,Connecticut,6875,4575,1979,635,0,14477
2018-10-01,Delaware,138,1420,1512,92,98,3418
2018-10-01,Florida,13921,40226,16671,2912,2018,82628
2018-10-01,Georgia,17241,10007,8856,444,526,40579
2018-10-01,Hawaii,1201,0,0,0,0,1204
2018-10-01,Idaho,7265,3034,5025,255,194,16855
2018-10-01,Illinois,13700,17916,10755,0,776,237224
2018-10-01,Indiana,28925,15032,12352,1151,719,59386
2018-10-01,Iowa,6315,173,2700,23,1,15518
2018-10-01,Kansas,2136,4223,4884,428,300,13063
2018-10-01,Kentucky,394208,7065,8001,360,523,413568
2018-10-01,Louisiana,2014,8073,10567,591,537,24412
2018-10-01,Maine,532,2565,5428,251,182,9299
2018-10-01,Maryland,2240,4020,5112,124,29,11919
2018-10-01,Massachusetts,10864,3750,2632,446,151,17969
2018-10-01,Michigan,19282,8259,11649,508,171,40370
2018-10-01,Minnesota,11735,5041,14232,517,350,54993
2018-10-01,Mississippi,2028,6049,6638,324,350,18379
2018-10-01,Missouri,2328,15963,17163,1320,1126,41162
2018-10-01,Montana,1178,2293,5246,189,248,10772
2018-10-01,Nebraska,3780,119,2172,16,2,6358
2018-10-01,Nevada,2236,3731,2051,272,200,8971
2018-10-01,New Hampshire,1232,4238,3494,35,1,9364
2018-10-01,New Jersey,0,3710,2806,158,0,6718
2018-10-01,New Mexico,703,4655,3993,458,259,11295
2018-10-01,New York,3170,8258,16163,1010,201,32273
2018-10-01,North Carolina,20798,1392,12065,724,220,39478
2018-10-01,North Dakota,556,1487,3700,113,85,6188
2018-10-01,Ohio,12733,18401,15830,1139,996,51806
2018-10-01,Oklahoma,4383,8849,8803,919,996,27641
2018-10-01,Oregon,5442,11776,10088,0,6,27591
2018-10-01,Pennsylvania,23850,41412,14583,27,0,80946
2018-10-01,Rhode Island,0,947,646,79,163,1914
2018-10-01,South Carolina,5205,7002,6023,596,352,21279
2018-10-01,South Dakota,1258,1882,5208,154,145,9023
2018-10-01,Tennessee,18915,20286,13725,1303,0,54302
2018-10-01,Texas,30568,34646,31100,2972,2239,112356
2018-10-01,Utah,11644,2615,3619,269,0,19215
2018-10-01,Vermont,0,1100,1948,107,53,3234
2018-10-01,Virginia,1781,17662,13511,2438,0,35497
2018-10-01,Washington,13545,14925,11932,2387,775,48505
2018-10-01,West Virginia,2113,5250,6998,292,380,17523
2018-10-01,Wisconsin,9121,11766,14833,801,47,37142
2018-10-01,Wyoming,478,1442,2172,102,115,4740
2018-09-01,Alabama,19471,4978,5832,241,271,32706
2018-09-01,Alaska,212,2105,2554,225,165,5699
2018-09-01,Arizona,9651,10298,6638,1096,654,30667
2018-09-01,Arkansas,4265,3987,5257,247,320,17072
2018-09-01,California,34638,29772,23788,2977,0,91975
2018-09-01,Colorado,6491,14546,12061,1022,933,35347
2018-09-01,Connecticut,5777,4151,1782,499,0,12754
2018-09-01,Delaware,154,1187,1225,73,53,2843
2018-09-01,Florida,14805,38313,14646,2945,1734,78804
2018-09-01,Georgia,14708,10387,7060,476,455,36097
2018-09-01,Hawaii,971,0,0,0,0,975
2018-09-01,Idaho,6119,3217,4776,212,211,15566
2018-09-01,Illinois,12726,16749,9393,0,719,228695
2018-09-01,Indiana,25056,13687,10201,1068,610,51787
2018-09-01,Iowa,5640,132,2391,33,2,13861
2018-09-01,Kansas,1380,4043,4326,421,279,11429
2018-09-01,Kentucky,393160,6603,6014,300,448,409385
2018-09-01,Louisiana,3102,8654,9546,699,607,25058
2018-09-01,Maine,518,2678,4102,184,188,7926
2018-09-01,Maryland,1948,3413,4397,100,29,10237
2018-09-01,Massachusetts,9704,3518,2407,393,166,16320
2018-09-01,Michigan,16189,7630,9887,446,155,34781
2018-09-01,Minnesota,24667,3801,10997,359,217,43339
2018-09-01,Mississippi,2074,6470,6042,330,331,17683
2018-09-01,Missouri,1867,15226,12816,1270,998,35005
2018-09-01,Montana,1051,2326,4565,176,276,9770
2018-09-01,Nebraska,2923,83,1547,17,3,4763
2018-09-01,Nevada,1730,3714,2111,284,224,8486
2018-09-01,New Hampshire,1339,4150,3161,163,4,9009
2018-09-01,New Jersey,0,3511,2480,147,0,6138
2018-09-01,New Mexico,891,4596,3985,437,259,11160
2018-09-01,New York,2763,7755,15014,1017,184,29374
2018-09-01,North Carolina,15458,958,8836,700,178,29572
2018-09-01,North Dakota,382,1336,3135,100,64,5226
2018-09-01,Ohio,10640,17460,13312,1110,868,45698
2018-09-01,Oklahoma,1096,8158,7776,921,826,22160
2018-09-01,Oregon,4049,11763,10604,0,7,26644
2018-09-01,Pennsylvania,20170,36793,12563,36,0,70420
2018-09-01,Rhode Island,0,738,562,111,160,1621
2018-09-01,South Carolina,6193,6680,4748,501,288,20159
2018-09-01,South Dakota,1054,1975,3564,184,146,7305
2018-09-01,Tennessee,14255,18721,11942,1167,0,46134
2018-09-01,Texas,39254,33746,33087,2907,2167,121366
2018-09-01,Utah,10846,2678,3400,274,0,18221
2018-09-01,Vermont,0,1486,1853,114,120,3590
2018-09-01,Virginia,2169,16923,12040,2448,0,33627
2018-09-01,Washington,11446,13517,11021,1953,575,42874
2018-09-01,West Virginia,1973,4914,5918,248,324,15411
2018-09-01,Wisconsin,7944,11254,12707,762,50,33194
2018-09-01,Wyoming,564,1545,2235,121,111,4988
2018-08-01,Alabama,22465,5991,5741,218,274,37227
2018-08-01,Alaska,218,2593,3057,220,181,6818
2018-08-01,Arizona,12014,10833,6987,887,693,34149
2018-08-01,Arkansas,5684,4809,5590,226,342,20502
2018-08-01,California,38687,34617,25666,3117,0,103019
2018-08-01,Colorado,10004,16160,12392,1062,971,40922
2018-08-01,Connecticut,7057,4519,1690,605,0,14338
2018-08-01,Delaware,173,1262,1162,85,58,2914
2018-08-01,Florida,17524,44227,15734,3176,1935,89711
2018-08-01,Georgia,17288,10894,7419,431,486,40046
2018-08-01,Hawaii,1125,0,0,0,0,1129
2018-08-01,Idaho,5550,3374,3899,254,185,14312
2018-08-01,Illinois,14583,17992,9858,0,665,242864
2018-08-01,Indiana,31327,15764,10339,1252,698,60712
2018-08-01,Iowa,6819,160,1935,18,6,14306
2018-08-01,Kansas,1902,4500,4505,365,299,12690
2018-08-01,Kentucky,393679,7250,6241,306,490,411800
2018-08-01,Louisiana,2866,9103,8745,693,619,24273
2018-08-01,Maine,466,2835,2946,236,138,6951
2018-08-01,Maryland,2612,4148,4001,103,34,11281
2018-08-01,Massachusetts,10497,4322,2396,428,221,17975
2018-08-01,Michigan,19265,8110,7973,440,156,36381
2018-08-01,Minnesota,28585,3773,8142,312,189,41548
2018-08-01,Mississippi,2496,7489,6695,320,394,20545
2018-08-01,Missouri,1381,16706,13657,1371,1004,37674
2018-08-01,Montana,1069,2617,3805,162,218,9309
2018-08-01,Nebraska,2744,95,1493,16,7,4456
2018-08-01,Nevada,2104,4164,2137,271,198,9350
2018-08-01,New Hampshire,1431,4382,2960,139,1,9005
2018-08-01,New Jersey,0,4069,2968,179,0,7216
2018-08-01,New Mexico,796,5303,4077,421,293,12038
2018-08-01,New York,2942,8314,11362,970,193,27145
2018-08-01,North Carolina,22956,1180,10190,738,217,39800
2018-08-01,North Dakota,546,1284,2475,102,79,4700
2018-08-01,Ohio,14802,18482,12449,1181,894,50289
2018-08-01,Oklahoma,8,9823,8558,981,849,24190
2018-08-01,Oregon,4732,11938,8751,0,10,25648
2018-08-01,Pennsylvania,23896,38142,11911,48,0,74944
2018-08-01,Rhode Island,0,911,589,66,124,1733
2018-08-01,South Carolina,10452,8135,5763,513,375,27280
2018-08-01,South Dakota,1426,2012,3041,155,139,7156
2018-08-01,Tennessee,17141,20996,13165,1112,0,52483
2018-08-01,Texas,45037,37819,35212,2934,2323,134727
2018-08-01,Utah,15480,2650,2996,254,0,22634
2018-08-01,Vermont,0,1336,1251,99,75,2781
2018-08-01,Virginia,1786,18729,11694,2329,0,34578
2018-08-01,Washington,13560,14615,9761,1874,552,44867
2018-08-01,West Virginia,2248,4986,4987,265,375,15366
2018-08-01,Wisconsin,9330,11118,10987,697,41,32732
2018-08-01,Wyoming,279,1570,2059,87,99,4445
2018-07-01,Alabama,20642,5110,4540,222,222,32572
2018-07-01,Alaska,307,2391,2195,180,182,5714
2018-07-01,Arizona,6265,10166,5848,1020,618,26359
2018-07-01,Arkansas,7406,4245,3625,237,289,19399
2018-07-01,California,39153,30486,21136,3054,0,94672
2018-07-01,Colorado,9818,15420,10239,1106,901,37788
2018-07-01,Connecticut,6810,4379,1611,445,0,13650
2018-07-01,Delaware,266,1314,950,103,63,2840
2018-07-01,Florida,15888,42524,13468,3215,1851,82909
2018-07-01,Georgia,15689,9759,5232,469,429,34244
2018-07-01,Hawaii,1050,0,0,0,0,1057
2018-07-01,Idaho,6898,3202,3160,247,165,14478
2018-07-01,Illinois,13684,16840,7743,0,678,198971
2018-07-01,Indiana,36004,13914,7825,1101,567,60457
2018-07-01,Iowa,4429,76,1469,31,4,10329
2018-07-01,Kansas,1781,4579,3410,444,254,11364
2018-07-01,Kentucky,379409,6306,4537,295,341,393583
2018-07-01,Louisiana,2657,8596,6115,665,513,20229
2018-07-01,Maine,533,2542,2294,222,143,5968
2018-07-01,Maryland,2424,3730,3398,115,36,10020
2018-07-01,Massachusetts,8310,3380,1997,383,126,14275
2018-07-01,Michigan,17657,7846,6018,457,146,32443
2018-07-01,Minnesota,26954,3275,5135,310,160,36279
2018-07-01,Mississippi,1850,5884,3568,291,281,14206
2018-07-01,Missouri,733,14330,10470,1187,784,30157
2018-07-01,Montana,995,2421,2865,192,205,7794
2018-07-01,Nebraska,2973,91,1090,16,1,4220
2018-07-01,Nevada,2530,3678,1799,279,206,8903
2018-07-01,New Hampshire,1289,4157,2332,147,1,8029
2018-07-01,New Jersey,0,4193,2486,178,0,6857
2018-07-01,New Mexico,767,4795,3252,423,353,10485
2018-07-01,New York,2615,7901,8692,916,163,22405
2018-07-01,North Carolina,22044,1145,7771,716,165,35244
2018-07-01,North Dakota,589,1079,1791,99,49,3791
2018-07-01,Ohio,13859,16942,10255,1102,778,45689
2018-07-01,Oklahoma,2,8920,6314,903,763,19932
2018-07-01,Oregon,4733,10543,7700,0,2,23171
2018-07-01,Pennsylvania,22245,33494,9738,29,0,66391
2018-07-01,Rhode Island,0,799,453,67,109,1472
2018-07-01,South Carolina,4018,6972,4037,592,264,17434
2018-07-01,South Dakota,954,1678,2160,165,91,5385
2018-07-01,Tennessee,18098,19188,9840,1071,0,48261
2018-07-01,Texas,49290,35363,23141,2882,2001,122071
2018-07-01,Utah,15950,2603,2497,246,0,22301
2018-07-01,Vermont,0,1156,999,97,45,2313
2018-07-01,Virginia,1802,18547,10039,2474,0,32931
2018-07-01,Washington,12969,13547,8385,1695,572,41040
2018-07-01,West Virginia,2354,4473,3951,242,293,13136
2018-07-01,Wisconsin,8542,9351,7471,693,36,26598
2018-07-01,Wyoming,610,1448,1559,90,84,4118
2018-06-01,Alabama,19140,5868,4646,284,514,32572
2018-06-01,Alaska,250,2788,2324,224,191,6330
2018-06-01,Arizona,7179,10785,5965,1096,584,28041
2018-06-01,Arkansas,6651,4478,3528,297,511,18809
2018-06-01,California,38623,32684,23612,3921,0,99683
2018-06-01,Colorado,9778,15796,10351,1215,964,38395
2018-06-01,Connecticut,7210,4725,1673,368,0,14440
2018-06-01,Delaware,395,1412,1019,171,71,3211
2018-06-01,Florida,17573,44821,14764,3586,2475,88991
2018-06-01,Georgia,14667,11269,5571,475,881,35963
2018-06-01,Hawaii,1168,0,0,0,0,1170
2018-06-01,Idaho,6581,3609,3734,301,240,15401
